bp,bm,cp,cm
1096,863,2229,1950
1097,865,2240,1959
1097,867,2250,1969
1096,869,2262,1978
1097,871,2272,1988
1097,873,2282,1997
1097,874,2293,2006
1097,877,2303,2016
1097,878,2313,2025
1097,880,2324,2034
1097,882,2335,2043
1097,883,2345,2053
1097,885,2355,2062
1097,887,2365,2071
1097,888,2375,2079
1097,889,2385,2088
1097,892,2395,2098
1097,893,2405,2107
1096,894,2415,2116
1096,896,2426,2126
1097,897,2437,2135
1097,898,2447,2145
1097,900,2457,2154
1096,901,2467,2163
1097,902,2477,2172
1097,903,2488,2182
1097,904,2498,2191
1097,905,2509,2202
1097,906,2518,2211
1097,907,2529,2221
1097,907,2539,2230
1097,908,2549,2240
1097,908,2560,2250
1097,909,2569,2259
1096,909,2579,2268
1097,910,2589,2279
1096,910,2599,2288
1096,910,2610,2299
1096,910,2620,2309
1097,911,2631,2320
1097,911,2640,2329
1097,911,2650,2338
1097,911,2660,2349
1097,911,2671,2359
1096,911,2680,2368
1313,431,0,0
1313,433,10,9
1313,436,21,19
1313,438,33,30
1313,441,44,39
1313,443,55,49
1313,446,66,59
1313,448,78,69
1313,451,89,79
1313,453,100,89
1313,456,112,99
1313,458,123,109
1313,461,133,119
1313,463,145,129
1313,466,157,139
1313,468,169,149
1313,471,180,159
1313,473,192,169
1313,475,202,179
1313,478,214,189
1313,480,225,199
1313,482,236,208
1313,484,246,218
1313,487,258,227
1313,489,268,237
1313,491,280,247
1313,493,290,256
1313,496,302,266
1313,498,312,275
1313,500,324,285
1313,502,335,295
1313,505,346,305
1313,507,357,314
1313,509,367,323
1313,511,378,333
1313,513,389,343
1313,516,400,352
1313,518,411,361
1314,520,422,371
1313,522,433,380
1313,524,444,391
1313,526,455,400
1313,529,466,410
1313,531,477,420
1313,533,488,429
1313,535,499,439
1313,537,509,447
1313,539,520,457
1313,541,530,466
1313,544,540,475
1313,546,552,485
1313,548,562,494
1313,550,573,504
1313,552,584,513
1313,554,594,522
1313,556,605,532
1313,558,616,541
1313,560,627,551
1313,562,637,560
1313,564,649,570
1313,567,659,579
1313,569,671,589
1313,571,680,597
1313,573,691,607
1313,575,702,616
1313,577,713,626
1313,579,724,636
1314,581,735,645
1313,583,745,654
1313,585,755,663
1313,588,766,672
1313,590,777,682
1313,592,788,692
1313,593,799,701
1313,596,810,710
1313,598,820,719
1313,600,830,728
1313,602,841,738
1313,604,851,747
1313,606,862,757
1313,608,872,765
1313,610,883,774
1314,612,892,783
1313,614,903,792
1313,616,914,802
1313,618,925,811
1313,620,934,819
1313,622,946,830
1313,624,957,839
1313,626,967,848
1313,628,978,857
1313,630,988,866
1313,632,998,875
1313,634,1009,884
1313,636,1020,894
1313,639,1031,903
1313,640,1041,912
1313,643,1052,922
1313,645,1063,932
1313,647,1074,941
1313,649,1084,949
1313,650,1094,959
1313,653,1105,968
1313,655,1115,977
1313,657,1126,986
1313,659,1136,996
1313,661,1148,1006
1313,663,1158,1015
1313,665,1169,1024
1313,667,1179,1033
1313,669,1190,1042
1313,671,1200,1051
1313,673,1210,1060
1313,675,1221,1069
1313,677,1232,1078
1313,680,1242,1088
1314,681,1253,1098
1313,683,1264,1107
1313,685,1274,1116
1313,687,1285,1125
1313,689,1295,1134
1313,692,1307,1145
1313,694,1317,1153
1313,696,1328,1162
1313,698,1339,1172
1313,700,1349,1180
1313,702,1359,1190
1313,704,1371,1200
1313,706,1381,1209
1313,708,1393,1218
1313,710,1402,1227
1314,712,1412,1236
1313,714,1423,1245
1313,716,1433,1254
1313,718,1443,1262
1313,720,1453,1272
1313,722,1463,1280
1313,724,1474,1290
1313,726,1485,1299
1313,728,1496,1309
1313,730,1506,1318
1313,733,1516,1327
1313,735,1528,1337
1313,737,1539,1346
1313,739,1549,1355
1313,741,1560,1364
1314,743,1571,1374
1313,745,1581,1383
1313,748,1593,1393
1313,749,1603,1402
1313,751,1613,1411
1313,754,1623,1420
1313,756,1634,1429
1313,757,1645,1439
1313,759,1656,1448
1314,762,1666,1457
1313,764,1676,1466
1313,765,1686,1474
1313,767,1696,1483
1313,769,1707,1492
1313,772,1717,1501
1313,774,1727,1510
1313,775,1737,1518
1313,778,1747,1527
1313,780,1759,1537
1313,782,1768,1545
1313,784,1778,1554
1313,785,1787,1562
1313,787,1798,1571
1313,790,1808,1580
1313,791,1818,1589
1313,794,1830,1599
1313,796,1840,1608
1313,798,1850,1618
1313,800,1861,1626
1313,802,1871,1635
1313,804,1880,1643
1313,806,1891,1653
1313,808,1902,1662
1313,810,1914,1672
1313,812,1923,1681
1314,814,1934,1690
1313,816,1944,1699
1313,818,1954,1707
1313,820,1964,1716
1313,822,1974,1725
1313,824,1984,1733
1314,826,1994,1742
1313,829,2004,1750
1313,830,2015,1760
1313,832,2025,1769
1314,835,2035,1778
1314,837,2045,1787
1314,839,2056,1795
1313,841,2065,1804
1314,843,2076,1813
1313,845,2086,1822
1313,847,2096,1830
1313,849,2107,1840
1313,850,2116,1848
1313,853,2127,1858
1313,855,2137,1866
1314,857,2147,1875
1313,859,2157,1884
1313,861,2167,1893
1313,863,2177,1901
1313,865,2187,1910
1313,867,2198,1919
1313,869,2208,1928
1314,871,2218,1937
1313,873,2228,1946
1314,875,2238,1955
1313,877,2249,1964
1313,880,2260,1974
1313,882,2270,1983
1313,883,2281,1992
1314,886,2292,2001
1313,888,2302,2010
1313,890,2312,2019
1313,892,2322,2028
1313,894,2333,2037
1313,896,2344,2047
1313,898,2354,2055
1313,900,2364,2064
1314,902,2374,2072
1314,904,2384,2081
1313,906,2394,2090
1313,908,2404,2099
1313,910,2414,2108
1313,912,2425,2117
1314,914,2435,2126
1313,916,2447,2136
1314,918,2456,2144
1313,920,2465,2152
1313,922,2475,2161
1313,924,2486,2171
1314,926,2496,2179
1313,929,2507,2188
1313,930,2516,2199
1313,932,2527,2207
1313,935,2537,2216
1313,936,2547,2225
1313,938,2556,2234
1313,940,2566,2242
1313,942,2576,2251
1313,944,2587,2261
1314,947,2596,2269
1313,949,2607,2278
1313,951,2617,2287
1314,953,2627,2296
1314,955,2636,2304
1313,957,2646,2313
1314,958,2656,2321
1313,960,2666,2330
1313,962,2676,2338
1526,437,0,0
1526,440,10,10
1526,442,21,19
1526,445,32,30
1526,447,44,40
1526,449,55,49
1526,452,66,59
1526,454,78,69
1526,457,89,79
1526,459,100,89
1526,462,112,99
1526,464,123,109
1526,466,133,119
1526,469,145,129
1526,471,157,139
1526,474,168,149
1526,476,180,160
1526,478,191,170
1526,481,202,179
1526,483,214,189
1526,485,225,199
1526,487,235,208
1526,490,246,218
1526,492,257,227
1526,494,268,237
1526,496,280,247
1526,499,290,256
1526,501,301,266
1526,503,313,276
1526,505,324,285
1526,507,334,295
1526,510,346,305
1526,512,356,314
1526,514,367,323
1526,516,378,333
1526,518,389,343
1526,520,400,352
1526,523,411,362
1526,524,422,371
1526,527,432,381
1526,529,444,391
1526,531,455,400
1526,533,466,410
1526,535,477,420
1526,538,488,429
1526,540,499,439
1526,542,509,448
1526,544,519,457
1526,546,529,466
1526,548,540,475
1526,550,551,485
1526,552,562,494
1526,554,573,503
1526,556,584,513
1527,558,594,522
1527,561,605,531
1526,563,616,541
1526,565,627,551
1526,567,637,560
1527,569,648,570
1526,571,659,579
1526,573,670,588
1526,575,680,598
1526,577,691,607
1526,580,702,616
1526,581,713,626
1526,584,723,635
1526,586,734,645
1527,588,745,654
1527,590,755,663
1526,592,766,672
1526,594,777,682
1526,596,787,692
1526,598,798,701
1526,600,809,710
1526,602,820,720
1526,604,830,729
1526,607,841,738
1526,608,851,747
1526,610,862,757
1526,613,873,766
1527,615,883,774
1526,616,892,783
1526,618,903,792
1526,620,914,802
1527,622,925,811
1526,624,935,820
1526,627,946,829
1526,629,957,840
1527,631,967,848
1526,632,977,857
1526,635,987,866
1526,637,998,875
1526,639,1009,885
1526,641,1020,894
1526,643,1030,904
1526,645,1041,913
1526,647,1052,922
1526,649,1063,932
1527,651,1073,941
1527,653,1083,950
1526,655,1094,959
1526,657,1104,967
1526,659,1115,977
1526,661,1125,986
1527,663,1137,996
1526,665,1147,1006
1526,668,1157,1015
1526,670,1168,1023
1526,672,1179,1033
1527,674,1189,1042
1526,676,1200,1052
1527,678,1210,1060
1527,680,1221,1069
1526,682,1231,1079
1526,684,1242,1088
1526,686,1253,1098
1526,688,1264,1107
1526,690,1274,1116
1526,692,1285,1125
1526,695,1295,1134
1526,696,1306,1144
1526,698,1317,1153
1526,700,1328,1163
1527,703,1338,1172
1526,705,1349,1181
1526,707,1359,1190
1526,709,1370,1200
1526,711,1381,1209
1526,713,1392,1218
1526,715,1401,1227
1526,717,1412,1236
1526,719,1422,1245
1526,721,1433,1254
1526,723,1443,1263
1526,725,1453,1272
1526,727,1463,1281
1526,729,1474,1290
1526,731,1484,1299
1526,733,1496,1309
1526,735,1506,1318
1526,737,1516,1327
1526,740,1528,1337
1526,742,1538,1346
1526,744,1549,1355
1526,746,1559,1364
1526,748,1570,1374
1526,750,1581,1383
1526,752,1592,1393
1526,754,1602,1402
1526,756,1613,1411
1526,758,1623,1420
1526,760,1633,1429
1526,763,1645,1438
1526,765,1655,1448
1526,767,1665,1457
1526,769,1676,1466
1527,771,1685,1474
1526,773,1696,1483
1526,775,1706,1492
1526,777,1716,1501
1526,779,1727,1510
1526,781,1736,1519
1526,783,1747,1527
1526,785,1758,1537
1526,787,1767,1545
1526,789,1777,1554
1526,791,1787,1563
1526,793,1797,1571
1526,795,1808,1580
1526,797,1818,1589
1527,799,1829,1599
1526,801,1839,1608
1526,803,1850,1618
1527,805,1861,1627
1526,807,1871,1635
1527,809,1880,1644
1526,812,1891,1653
1526,814,1902,1663
1527,816,1913,1672
1526,817,1923,1681
1527,820,1933,1690
1526,822,1943,1698
1526,824,1953,1707
1526,826,1964,1716
1527,828,1973,1724
1527,830,1984,1733
1527,832,1994,1742
1527,834,2004,1751
1527,836,2015,1761
1527,838,2025,1769
1527,840,2034,1778
1527,842,2045,1787
1527,844,2055,1796
1527,846,2065,1804
1527,848,2076,1813
1527,851,2086,1822
1526,853,2095,1830
1527,855,2106,1840
1527,857,2115,1849
1527,859,2126,1858
1526,861,2136,1866
1527,863,2146,1875
1527,864,2156,1884
1527,867,2166,1892
1527,869,2176,1901
1526,871,2186,1910
1526,873,2196,1919
1526,875,2207,1928
1526,877,2217,1937
1526,879,2228,1946
1526,881,2238,1955
1526,883,2249,1964
1526,886,2260,1975
1527,888,2270,1984
1526,890,2280,1992
1526,892,2291,2001
1527,894,2302,2011
1526,896,2312,2019
1526,898,2322,2028
1527,901,2333,2038
1527,903,2343,2047
1527,904,2353,2055
1526,906,2363,2064
1526,909,2373,2073
1526,910,2383,2081
1527,913,2393,2090
1526,915,2403,2098
1526,916,2413,2108
1526,919,2424,2117
1526,921,2435,2126
1526,923,2445,2135
1526,924,2455,2144
1526,927,2464,2152
1526,929,2474,2161
1526,931,2485,2170
1526,933,2495,2179
1526,935,2505,2187
1526,937,2515,2197
1526,939,2526,2205
1526,941,2536,2214
1527,944,2546,2223
1526,945,2555,2231
1526,948,2565,2240
1526,949,2575,2248
1526,951,2585,2257
1526,953,2595,2265
1526,956,2605,2275
1526,957,2616,2283
1526,959,2626,2291
1527,961,2635,2300
1526,963,2645,2308
1526,965,2654,2317
1526,967,2664,2325
1526,969,2674,2334
1742,443,0,0
1743,446,10,10
1742,448,21,20
1742,450,33,30
1742,452,44,40
1742,455,55,49
1742,457,66,60
1742,460,78,69
1743,462,88,79
1743,464,100,89
1742,467,112,100
1742,469,123,109
1742,471,134,119
1742,474,145,129
1743,476,157,139
1742,478,168,149
1742,481,180,160
1742,483,191,169
1742,485,202,179
1742,488,214,189
1742,490,225,199
1743,492,236,208
1742,494,246,218
1742,496,257,227
1742,499,268,237
1742,501,280,247
1742,503,290,256
1742,505,301,265
1742,507,312,275
1742,510,324,285
1742,512,335,295
1742,514,346,304
1742,516,356,314
1742,518,367,323
1742,520,378,333
1742,523,389,342
1742,525,400,352
1742,527,411,361
1743,529,422,371
1742,531,432,380
1742,533,444,390
1742,535,454,400
1742,538,465,410
1742,540,477,419
1742,542,488,429
1742,544,499,439
1742,546,509,447
1742,548,519,456
1742,550,529,465
1742,552,540,475
1742,554,551,484
1742,556,561,493
1742,558,572,503
1743,560,583,512
1742,563,594,522
1742,565,605,531
1742,567,616,541
1742,569,626,550
1743,571,637,559
1742,573,648,569
1742,575,659,578
1742,577,670,588
1742,579,680,597
1742,581,691,607
1742,584,702,616
1743,585,713,625
1742,588,723,634
1742,590,734,644
1742,592,745,653
1743,594,755,662
1742,596,766,672
1743,598,776,682
1742,600,787,691
1742,602,798,700
1742,604,809,710
1742,606,820,719
1742,608,830,728
1742,610,841,737
1742,612,851,746
1743,614,862,756
1742,616,872,765
1743,618,882,774
1742,620,892,782
1743,622,903,791
1742,624,914,801
1743,627,924,810
1743,629,934,819
1743,631,945,829
1742,633,957,839
1742,635,967,848
1743,637,978,856
1742,639,987,865
1742,641,997,874
1742,643,1009,884
1742,645,1019,893
1742,647,1030,903
1742,649,1041,912
1742,651,1051,921
1742,653,1062,931
1742,655,1073,940
1743,657,1083,949
1743,659,1093,958
1743,661,1104,967
1742,663,1114,976
1742,665,1125,985
1742,667,1136,995
1742,669,1147,1005
1742,671,1157,1014
1742,674,1168,1023
1742,676,1178,1032
1742,678,1189,1041
1743,680,1200,1050
1742,681,1210,1059
1742,684,1220,1068
1742,686,1231,1078
1742,688,1242,1087
1742,690,1252,1096
1743,692,1263,1106
1742,694,1273,1115
1742,696,1284,1124
1742,698,1295,1133
1743,700,1306,1143
1742,702,1317,1152
1742,704,1328,1162
1742,707,1338,1171
1742,709,1348,1179
1742,711,1358,1189
1742,713,1370,1199
1743,715,1381,1208
1742,717,1391,1217
1743,719,1401,1225
1743,721,1411,1235
1743,723,1422,1244
1743,725,1432,1253
1743,727,1442,1262
1743,729,1453,1271
1743,731,1463,1280
1743,733,1473,1288
1742,735,1484,1298
1743,737,1495,1308
1743,739,1505,1317
1742,741,1516,1326
1743,744,1527,1335
1743,746,1537,1345
1742,748,1549,1354
1743,750,1559,1363
1742,752,1570,1373
1743,754,1580,1382
1742,756,1592,1392
1743,758,1602,1401
1742,761,1612,1410
1742,763,1623,1419
1743,764,1633,1428
1743,767,1644,1437
1742,769,1655,1447
1742,771,1665,1455
1742,773,1676,1465
1743,775,1685,1473
1743,777,1695,1482
1742,779,1706,1491
1743,781,1716,1500
1743,783,1726,1508
1742,785,1736,1517
1742,787,1746,1526
1742,789,1758,1536
1742,791,1767,1544
1742,793,1777,1553
1742,795,1787,1561
1742,797,1796,1570
1742,799,1807,1579
1743,801,1817,1588
1742,803,1829,1597
1742,805,1839,1607
1742,807,1850,1617
1742,810,1860,1625
1742,811,1870,1634
1742,814,1880,1642
1742,816,1891,1652
1742,818,1901,1661
1743,820,1913,1670
1743,822,1923,1679
1743,824,1933,1688
1743,826,1943,1697
1742,828,1953,1706
1742,830,1963,1715
1742,832,1973,1723
1742,834,1983,1732
1743,836,1993,1741
1742,838,2003,1750
1742,840,2014,1759
1743,842,2024,1768
1742,844,2034,1776
1743,846,2045,1785
1742,848,2055,1794
1742,850,2064,1803
1743,853,2075,1813
1743,855,2086,1821
1743,857,2095,1830
1742,859,2106,1839
1743,861,2115,1847
1743,863,2127,1856
1742,865,2136,1865
1743,867,2146,1874
1743,870,2156,1883
1742,871,2166,1891
1742,873,2176,1900
1743,876,2186,1908
1742,877,2197,1918
1743,879,2207,1927
1742,882,2217,1936
1743,884,2228,1945
1743,886,2238,1954
1743,888,2249,1963
1743,891,2260,1972
1743,893,2270,1981
1743,894,2281,1990
1743,896,2291,1999
1742,899,2301,2008
1742,901,2311,2017
1742,903,2322,2026
1742,905,2333,2036
1743,907,2344,2045
1743,909,2353,2053
1743,911,2364,2063
1742,913,2373,2071
1742,915,2383,2080
1742,918,2394,2088
1743,919,2403,2098
1743,921,2414,2106
1743,923,2424,2115
1743,925,2434,2124
1742,927,2445,2133
1743,930,2455,2141
1742,932,2464,2149
1742,934,2475,2158
1742,936,2485,2167
1742,938,2496,2177
1742,939,2506,2185
1742,942,2515,2194
1742,944,2526,2203
1743,946,2536,2212
1743,948,2546,2220
1742,950,2556,2229
1743,952,2566,2238
1743,955,2575,2247
1742,956,2586,2255
1743,958,2595,2263
1743,960,2606,2272
1743,963,2616,2281
1742,965,2627,2290
1742,966,2635,2298
1743,969,2645,2306
1742,971,2655,2315
1742,973,2665,2323
1743,974,2674,2332
1955,448,0,0
1955,451,10,10
1956,453,21,20
1956,455,32,30
1956,457,44,40
1956,460,55,50
1955,462,66,60
1955,465,78,70
1955,467,89,79
1956,469,100,89
1955,471,112,100
1955,474,123,109
1955,476,134,119
1955,478,145,129
1956,481,157,139
1955,483,168,149
1955,485,180,160
1956,487,191,169
1956,490,202,179
1956,492,214,189
1956,494,225,199
1956,496,235,208
1955,499,246,218
1956,501,257,227
1956,503,268,237
1956,505,280,247
1956,507,290,256
1956,509,302,266
1956,512,312,276
1956,514,323,285
1955,516,334,295
1955,518,346,305
1956,520,356,314
1955,522,367,323
1955,525,378,333
1955,527,389,342
1955,529,400,352
1955,531,411,361
1956,533,422,371
1956,535,432,380
1956,537,443,390
1956,539,454,400
1956,541,466,409
1956,544,477,419
1956,546,488,429
1956,548,499,438
1956,550,509,447
1955,552,519,456
1955,554,529,465
1956,556,540,475
1956,558,551,484
1956,560,562,494
1956,562,573,503
1956,564,583,513
1956,566,594,522
1956,569,605,531
1956,571,616,541
1956,573,626,550
1956,575,637,559
1956,577,649,569
1956,579,659,579
1956,581,670,588
1956,583,680,597
1956,585,691,607
1956,587,702,616
1956,590,713,625
1956,591,723,635
1956,594,734,644
1956,596,745,654
1956,598,755,662
1956,600,766,672
1956,602,777,681
1955,604,788,691
1956,606,798,700
1956,608,809,710
1956,610,820,720
1956,613,830,728
1955,614,841,737
1956,616,851,746
1956,618,862,756
1955,620,872,765
1956,622,882,774
1956,624,892,782
1956,626,902,791
1956,628,914,801
1956,630,924,810
1956,632,935,819
1956,634,945,828
1956,636,957,838
1956,638,967,848
1956,640,977,856
1956,642,987,865
1956,645,997,874
1956,646,1009,884
1956,649,1020,893
1956,651,1031,903
1956,653,1041,912
1956,655,1051,921
1956,657,1063,931
1956,659,1073,940
1956,661,1083,948
1956,663,1093,958
1956,665,1104,967
1956,667,1115,976
1956,669,1125,985
1956,671,1136,995
1956,673,1147,1005
1956,675,1158,1014
1956,677,1168,1022
1956,679,1179,1032
1956,681,1189,1041
1956,683,1200,1050
1956,685,1210,1059
1956,688,1220,1069
1956,690,1231,1078
1956,692,1242,1087
1956,694,1252,1096
1956,696,1263,1106
1956,698,1274,1115
1957,700,1284,1124
1956,702,1294,1133
1956,704,1306,1143
1956,706,1317,1152
1956,708,1327,1162
1956,711,1338,1171
1956,713,1348,1180
1956,715,1358,1189
1956,717,1370,1199
1956,719,1381,1208
1956,721,1391,1217
1956,723,1401,1226
1956,725,1412,1235
1956,727,1422,1244
1956,729,1433,1254
1956,731,1443,1262
1956,733,1453,1271
1956,735,1463,1280
1956,737,1473,1289
1956,739,1484,1298
1956,742,1496,1308
1957,743,1506,1317
1956,745,1516,1326
1956,748,1527,1336
1956,750,1538,1345
1956,752,1549,1354
1956,754,1559,1363
1956,756,1570,1373
1956,758,1581,1382
1956,760,1592,1392
1956,763,1603,1401
1956,765,1612,1410
1956,767,1623,1419
1956,769,1633,1428
1956,771,1644,1437
1956,773,1655,1447
1956,775,1665,1456
1956,777,1676,1465
1956,779,1685,1473
1956,781,1695,1482
1956,783,1706,1491
1956,785,1716,1500
1956,787,1726,1508
1956,789,1736,1518
1956,791,1747,1527
1956,793,1757,1536
1957,795,1767,1544
1956,797,1777,1553
1957,799,1787,1561
1956,801,1797,1570
1956,803,1807,1579
1956,805,1817,1588
1956,807,1829,1598
1956,809,1839,1607
1956,812,1850,1616
1956,814,1861,1625
1956,816,1871,1634
1956,817,1880,1643
1956,820,1891,1651
1957,822,1902,1661
1956,824,1913,1671
1956,826,1923,1679
1957,828,1933,1688
1956,830,1943,1697
1956,832,1953,1706
1956,834,1963,1714
1956,836,1973,1724
1956,838,1983,1732
1956,840,1993,1741
1956,842,2003,1749
1956,844,2014,1759
1956,847,2024,1768
1956,849,2035,1776
1956,851,2045,1786
1956,853,2055,1794
1956,855,2065,1802
1956,857,2075,1812
1956,859,2085,1821
1956,861,2095,1829
1956,863,2105,1838
1956,865,2115,1847
1956,867,2126,1856
1956,870,2136,1865
1956,872,2146,1874
1956,874,2157,1883
1956,876,2166,1891
1956,878,2176,1900
1956,879,2186,1909
1956,882,2197,1918
1956,884,2208,1927
1956,886,2217,1936
1956,888,2228,1945
1956,891,2238,1954
1956,892,2249,1963
1956,894,2261,1973
1956,897,2270,1981
1956,899,2281,1991
1956,902,2292,2000
1956,904,2302,2009
1956,905,2312,2018
1956,907,2322,2027
1956,910,2333,2036
1956,912,2344,2045
1956,913,2353,2053
1956,916,2364,2063
1956,917,2373,2071
1956,919,2383,2079
1956,922,2393,2089
1956,924,2403,2097
1956,926,2414,2105
1956,928,2424,2115
1956,930,2435,2125
1956,932,2446,2134
1956,935,2455,2143
1956,936,2465,2150
1956,938,2475,2160
1956,941,2485,2169
1956,943,2495,2178
1956,945,2506,2186
1956,947,2516,2195
1956,949,2526,2205
1956,951,2536,2213
1956,953,2546,2222
1956,955,2556,2230
1956,957,2565,2238
1956,960,2575,2247
1956,962,2586,2256
1956,963,2595,2264
1956,966,2606,2274
1956,968,2616,2283
1956,970,2626,2292
1956,972,2636,2300
1956,974,2645,2308
1956,976,2655,2316
1956,978,2665,2325
1956,980,2675,2333
2170,453,0,1
2170,455,10,11
2170,458,21,20
2170,460,32,30
2171,462,44,40
2170,464,55,50
2170,467,67,60
2170,469,78,70
2170,471,89,80
2170,473,100,89
2170,476,112,100
2170,478,123,109
2170,480,134,119
2170,482,145,129
2170,485,157,139
2170,487,168,149
2170,490,180,160
2170,492,191,170
2170,494,202,179
2169,496,214,189
2170,499,225,199
2170,501,235,208
2170,503,247,218
2170,505,257,227
2170,507,268,237
2170,509,280,247
2170,511,291,256
2170,513,301,266
2170,515,312,276
2170,518,324,285
2170,520,335,295
2170,522,346,305
2170,524,357,314
2170,526,367,323
2170,529,378,333
2170,530,389,342
2170,533,400,352
2170,535,411,361
2170,537,422,371
2170,539,432,380
2170,541,444,390
2169,543,455,400
2170,545,466,409
2170,548,477,419
2170,550,488,428
2170,552,499,438
2170,554,509,447
2170,556,520,456
2170,558,529,465
2170,560,540,475
2170,562,551,484
2170,564,562,493
2170,566,572,503
2170,568,583,513
2170,570,594,522
2170,572,605,531
2170,574,616,540
2170,577,627,550
2170,578,637,559
2170,581,648,569
2170,583,659,578
2170,585,670,588
2170,587,680,597
2170,589,691,607
2170,591,702,616
2170,593,713,626
2170,595,724,635
2170,597,734,644
2170,599,745,653
2170,601,756,662
2170,603,766,672
2170,605,777,681
2170,608,787,691
2170,609,798,700
2170,612,809,709
2170,613,820,719
2170,616,830,728
2170,618,841,737
2170,620,851,746
2170,622,862,756
2170,624,872,765
2170,626,883,774
2170,628,892,782
2170,630,903,791
2170,632,914,801
2170,634,924,810
2170,636,934,819
2170,638,946,828
2170,640,957,838
2170,642,967,847
2170,644,977,856
2170,646,988,865
2170,648,998,873
2170,650,1009,883
2170,652,1020,893
2170,654,1031,903
2170,656,1042,912
2170,658,1052,921
2170,661,1063,931
2170,663,1074,940
2170,664,1083,948
2170,667,1094,958
2170,669,1104,967
2170,671,1115,976
2170,673,1125,985
2170,675,1137,995
2170,677,1147,1004
2170,679,1158,1013
2170,681,1168,1023
2171,683,1179,1032
2170,685,1189,1041
2170,687,1200,1050
2171,689,1210,1059
2170,691,1221,1069
2171,693,1232,1078
2170,695,1242,1087
2170,697,1253,1096
2170,700,1264,1106
2170,702,1274,1115
2170,704,1285,1124
2170,706,1295,1133
2170,708,1307,1143
2170,710,1317,1152
2171,712,1328,1161
2170,714,1338,1170
2170,716,1348,1179
2171,718,1359,1188
2171,720,1370,1198
2171,723,1382,1208
2170,725,1392,1217
2170,726,1401,1225
2170,729,1412,1235
2171,731,1423,1244
2170,733,1433,1253
2171,735,1443,1262
2170,737,1453,1271
2171,739,1463,1279
2170,741,1474,1288
2170,743,1484,1297
2170,745,1496,1307
2170,747,1506,1316
2170,749,1516,1325
2170,751,1527,1335
2170,753,1538,1344
2170,755,1549,1354
2170,757,1559,1363
2170,760,1570,1372
2170,762,1581,1382
2170,764,1592,1391
2170,766,1603,1401
2170,768,1613,1409
2170,771,1623,1418
2170,772,1633,1427
2169,775,1645,1436
2170,777,1655,1446
2170,779,1665,1455
2170,781,1676,1464
2170,783,1685,1472
2169,785,1696,1481
2170,787,1706,1490
2170,789,1716,1499
2170,791,1726,1508
2170,793,1736,1517
2170,795,1747,1526
2170,797,1758,1536
2170,799,1768,1544
2170,801,1777,1552
2170,803,1787,1561
2170,805,1797,1569
2170,807,1808,1578
2171,809,1818,1587
2170,811,1829,1597
2170,813,1840,1607
2170,815,1850,1616
2170,818,1861,1625
2170,820,1871,1633
2170,822,1881,1642
2170,823,1891,1651
2170,826,1902,1660
2170,828,1913,1670
2170,830,1923,1678
2170,832,1933,1687
2170,834,1944,1696
2170,836,1954,1705
2170,838,1963,1714
2170,840,1973,1723
2170,842,1984,1731
2170,844,1994,1740
2170,846,2004,1749
2170,849,2015,1758
2170,851,2025,1767
2170,853,2034,1775
2170,855,2045,1785
2170,857,2055,1793
2170,859,2065,1802
2170,861,2076,1812
2170,863,2086,1820
2170,865,2095,1828
2170,867,2106,1837
2170,869,2115,1846
2170,871,2126,1855
2170,873,2137,1864
2170,875,2147,1873
2170,878,2157,1882
2170,879,2166,1891
2170,881,2177,1899
2170,883,2187,1908
2170,886,2197,1917
2170,888,2207,1926
2170,890,2218,1934
2170,892,2228,1943
2170,894,2238,1952
2170,896,2249,1962
2170,898,2260,1971
2170,900,2270,1980
2170,903,2281,1989
2170,905,2292,1999
2170,907,2302,2007
2170,909,2312,2017
2170,911,2322,2025
2170,913,2333,2035
2170,915,2344,2044
2170,917,2353,2052
2171,919,2364,2061
2170,921,2373,2069
2170,923,2383,2078
2170,925,2394,2087
2170,927,2404,2096
2170,930,2414,2105
2170,932,2425,2114
2170,935,2435,2123
2170,936,2446,2133
2170,938,2456,2141
2169,940,2465,2149
2170,942,2475,2158
2170,944,2485,2167
2170,946,2496,2176
2170,948,2506,2185
2171,950,2516,2194
2170,952,2526,2203
2170,955,2537,2212
2170,957,2546,2222
2170,959,2556,2230
2170,961,2566,2239
2170,963,2575,2247
2170,965,2585,2256
2171,968,2595,2264
2170,970,2606,2274
2170,971,2617,2283
2170,973,2626,2292
2170,976,2635,2300
2170,977,2645,2308
2170,979,2655,2316
2170,981,2665,2325
2170,983,2675,2334
2381,457,0,1
2382,459,10,11
2381,462,21,20
2381,464,33,31
2381,467,44,41
2381,469,55,50
2381,471,66,60
2382,473,78,70
2382,475,89,80
2381,478,100,90
2382,480,112,100
2381,482,123,110
2381,484,134,119
2381,487,145,129
2381,489,157,140
2382,491,168,150
2381,493,180,160
2382,495,192,170
2381,498,202,179
2382,500,214,190
2381,502,225,199
2381,504,235,208
2381,507,246,218
2381,509,257,228
2382,511,268,237
2381,513,280,247
2381,515,290,256
2382,517,301,266
2382,519,312,276
2382,521,324,286
2382,524,335,295
2381,526,346,305
2381,528,357,314
2382,530,367,324
2382,532,378,333
2382,534,389,343
2382,536,400,352
2381,538,411,362
2381,540,422,371
2382,543,433,381
2382,544,443,390
2382,547,454,400
2382,549,466,410
2381,551,477,420
2382,553,488,429
2381,555,499,439
2382,557,509,447
2381,559,519,457
2381,561,529,466
2381,563,540,475
2382,565,551,484
